id; url; artigo
http://lattes.cnpq.br/0871769445993260; 0871769445993260; 2014-09-02_S0011-52581998000300001.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52581998000300005.html
http://lattes.cnpq.br/2468028807671937; 2468028807671937; 2014-09-02_S0011-52581998000400002.html
http://lattes.cnpq.br/1108123149450043; 1108123149450043; 2014-09-02_S0011-52581998000400003.html
http://lattes.cnpq.br/1142247964035231; 1142247964035231; 2014-09-02_S0011-52581998000400005.html
http://lattes.cnpq.br/4941584932515611; 4941584932515611; 2014-09-02_S0011-52581999000100002.html
http://lattes.cnpq.br/9643705017969785; 9643705017969785; 2014-09-02_S0011-52581999000100003.html
http://lattes.cnpq.br/1143266351794901; 1143266351794901; 2014-09-02_S0011-52581999000100004.html
http://lattes.cnpq.br/2935371042756080; 2935371042756080; 2014-09-02_S0011-52581999000100007.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52581999000200002.html
http://lattes.cnpq.br/6121326952317794; 6121326952317794; 2014-09-02_S0011-52581999000200003.html
http://lattes.cnpq.br/0379532364290270; 0379532364290270; 2014-09-02_S0011-52581999000200003.html
http://lattes.cnpq.br/4344581039039319; 4344581039039319; 2014-09-02_S0011-52581999000200003.html
http://lattes.cnpq.br/7430030311775522; 7430030311775522; 2014-09-02_S0011-52581999000200005.html
http://lattes.cnpq.br/4797882536342819; 4797882536342819; 2014-09-02_S0011-52581999000300002.html
http://lattes.cnpq.br/0408002839687344; 0408002839687344; 2014-09-02_S0011-52581999000300003.html
http://lattes.cnpq.br/5677391042796589; 5677391042796589; 2014-09-02_S0011-52581999000300004.html
http://lattes.cnpq.br/1619560388482953; 1619560388482953; 2014-09-02_S0011-52581999000300005.html
http://lattes.cnpq.br/7000143949499821; 7000143949499821; 2014-09-02_S0011-52581999000300006.html
http://lattes.cnpq.br/9643705017969785; 9643705017969785; 2014-09-02_S0011-52581999000400002.html
http://lattes.cnpq.br/3406587636425427; 3406587636425427; 2014-09-02_S0011-52581999000400003.html
http://lattes.cnpq.br/4438850043417405; 4438850043417405; 2014-09-02_S0011-52581999000400004.html
http://lattes.cnpq.br/6408995233341443; 6408995233341443; 2014-09-02_S0011-52581999000400005.html
http://lattes.cnpq.br/6513212204220783; 6513212204220783; 2014-09-02_S0011-52582000000100001.html
http://lattes.cnpq.br/2468028807671937; 2468028807671937; 2014-09-02_S0011-52582000000100002.html
http://lattes.cnpq.br/4930404695775517; 4930404695775517; 2014-09-02_S0011-52582000000100003.html
http://lattes.cnpq.br/4556160853563144; 4556160853563144; 2014-09-02_S0011-52582000000100004.html
http://lattes.cnpq.br/7193170868677770; 7193170868677770; 2014-09-02_S0011-52582000000100005.html
http://lattes.cnpq.br/4705450652848752; 4705450652848752; 2014-09-02_S0011-52582000000100006.html
http://lattes.cnpq.br/2313459995776080; 2313459995776080; 2014-09-02_S0011-52582000000200001.html
http://lattes.cnpq.br/6908348693613769; 6908348693613769; 2014-09-02_S0011-52582000000200002.html
http://lattes.cnpq.br/5320812023944256; 5320812023944256; 2014-09-02_S0011-52582000000200003.html
http://lattes.cnpq.br/7434691725600402; 7434691725600402; 2014-09-02_S0011-52582000000200003.html
http://lattes.cnpq.br/5658733819493003; 5658733819493003; 2014-09-02_S0011-52582000000200004.html
http://lattes.cnpq.br/4941584932515611; 4941584932515611; 2014-09-02_S0011-52582000000200004.html
http://lattes.cnpq.br/6028266827740491; 6028266827740491; 2014-09-02_S0011-52582000000200005.html
http://lattes.cnpq.br/6056871362284299; 6056871362284299; 2014-09-02_S0011-52582000000200006.html
http://lattes.cnpq.br/1729257049926692; 1729257049926692; 2014-09-02_S0011-52582000000200007.html
http://lattes.cnpq.br/8176703370496661; 8176703370496661; 2014-09-02_S0011-52582000000300001.html
http://lattes.cnpq.br/7848570685473341; 7848570685473341; 2014-09-02_S0011-52582000000300001.html
http://lattes.cnpq.br/5436482713562659; 5436482713562659; 2014-09-02_S0011-52582000000300002.html
http://lattes.cnpq.br/3086288257972856; 3086288257972856; 2014-09-02_S0011-52582000000300003.html
http://lattes.cnpq.br/7328436989491201; 7328436989491201; 2014-09-02_S0011-52582000000300004.html
http://lattes.cnpq.br/4261372357344821; 4261372357344821; 2014-09-02_S0011-52582000000300006.html
http://lattes.cnpq.br/6368215522846972; 6368215522846972; 2014-09-02_S0011-52582000000400004.html
http://lattes.cnpq.br/2562758315604909; 2562758315604909; 2014-09-02_S0011-52582000000400005.html
http://lattes.cnpq.br/9657107748475154; 9657107748475154; 2014-09-02_S0011-52582000000400006.html
http://lattes.cnpq.br/9311310817226781; 9311310817226781; 2014-09-02_S0011-52582000000400007.html
http://lattes.cnpq.br/2902631732127449; 2902631732127449; 2014-09-02_S0011-52582000000400008.html
http://lattes.cnpq.br/5321036427335727; 5321036427335727; 2014-09-02_S0011-52582001000100002.html
http://lattes.cnpq.br/2468028807671937; 2468028807671937; 2014-09-02_S0011-52582001000100003.html
http://lattes.cnpq.br/3406587636425427; 3406587636425427; 2014-09-02_S0011-52582001000100004.html
http://lattes.cnpq.br/5089887428145825; 5089887428145825; 2014-09-02_S0011-52582001000100005.html
http://lattes.cnpq.br/7129743994155167; 7129743994155167; 2014-09-02_S0011-52582001000100007.html
http://lattes.cnpq.br/1739441747281321; 1739441747281321; 2014-09-02_S0011-52582001000200002.html
http://lattes.cnpq.br/3086288257972856; 3086288257972856; 2014-09-02_S0011-52582001000200003.html
http://lattes.cnpq.br/1959285307720446; 1959285307720446; 2014-09-02_S0011-52582001000200004.html
http://lattes.cnpq.br/9607699162350414; 9607699162350414; 2014-09-02_S0011-52582001000200004.html
http://lattes.cnpq.br/6451374618980002; 6451374618980002; 2014-09-02_S0011-52582001000200005.html
http://lattes.cnpq.br/9288460281852924; 9288460281852924; 2014-09-02_S0011-52582001000200005.html
http://lattes.cnpq.br/3828434769390611; 3828434769390611; 2014-09-02_S0011-52582001000200006.html
http://lattes.cnpq.br/5321036427335727; 5321036427335727; 2014-09-02_S0011-52582001000200006.html
http://lattes.cnpq.br/3420231631423925; 3420231631423925; 2014-09-02_S0011-52582001000300002.html
http://lattes.cnpq.br/5786501018980066; 5786501018980066; 2014-09-02_S0011-52582001000300005.html
http://lattes.cnpq.br/2261555898412006; 2261555898412006; 2014-09-02_S0011-52582001000400002.html
http://lattes.cnpq.br/1911899537342394; 1911899537342394; 2014-09-02_S0011-52582001000400003.html
http://lattes.cnpq.br/7069490237460487; 7069490237460487; 2014-09-02_S0011-52582001000400004.html
http://lattes.cnpq.br/4268492948743246; 4268492948743246; 2014-09-02_S0011-52582001000400005.html
http://lattes.cnpq.br/3086288257972856; 3086288257972856; 2014-09-02_S0011-52582002000100001.html
http://lattes.cnpq.br/4585711088362457; 4585711088362457; 2014-09-02_S0011-52582002000100002.html
http://lattes.cnpq.br/8075270856419961; 8075270856419961; 2014-09-02_S0011-52582002000100004.html
http://lattes.cnpq.br/3249924512812105; 3249924512812105; 2014-09-02_S0011-52582002000100005.html
http://lattes.cnpq.br/7668514317195276; 7668514317195276; 2014-09-02_S0011-52582002000100005.html
http://lattes.cnpq.br/5642481485677515; 5642481485677515; 2014-09-02_S0011-52582002000100005.html
http://lattes.cnpq.br/6654572148722382; 6654572148722382; 2014-09-02_S0011-52582002000100005.html
http://lattes.cnpq.br/6368215522846972; 6368215522846972; 2014-09-02_S0011-52582002000200002.html
http://lattes.cnpq.br/1959285307720446; 1959285307720446; 2014-09-02_S0011-52582002000200004.html
http://lattes.cnpq.br/5585354486451902; 5585354486451902; 2014-09-02_S0011-52582002000200004.html
http://lattes.cnpq.br/9607699162350414; 9607699162350414; 2014-09-02_S0011-52582002000200004.html
http://lattes.cnpq.br/2992856082303371; 2992856082303371; 2014-09-02_S0011-52582002000200005.html
http://lattes.cnpq.br/2261555898412006; 2261555898412006; 2014-09-02_S0011-52582002000200005.html
http://lattes.cnpq.br/7010253429098301; 7010253429098301; 2014-09-02_S0011-52582002000300003.html
http://lattes.cnpq.br/6123366672262095; 6123366672262095; 2014-09-02_S0011-52582002000300003.html
http://lattes.cnpq.br/3509643250919547; 3509643250919547; 2014-09-02_S0011-52582002000300004.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52582002000300006.html
http://lattes.cnpq.br/8064879032964307; 8064879032964307; 2014-09-02_S0011-52582002000300007.html
http://lattes.cnpq.br/0847323194954571; 0847323194954571; 2014-09-02_S0011-52582002000400002.html
http://lattes.cnpq.br/3559020831922083; 3559020831922083; 2014-09-02_S0011-52582002000400003.html
http://lattes.cnpq.br/6631614861991863; 6631614861991863; 2014-09-02_S0011-52582002000400003.html
http://lattes.cnpq.br/0408002839687344; 0408002839687344; 2014-09-02_S0011-52582002000400004.html
http://lattes.cnpq.br/6408169127073219; 6408169127073219; 2014-09-02_S0011-52582002000400005.html
http://lattes.cnpq.br/3347843348792508; 3347843348792508; 2014-09-02_S0011-52582002000400006.html
http://lattes.cnpq.br/6028266827740491; 6028266827740491; 2014-09-02_S0011-52582003000100001.html
http://lattes.cnpq.br/4618458977187100; 4618458977187100; 2014-09-02_S0011-52582003000100002.html
http://lattes.cnpq.br/7430030311775522; 7430030311775522; 2014-09-02_S0011-52582003000100002.html
http://lattes.cnpq.br/3923697331385475; 3923697331385475; 2014-09-02_S0011-52582003000100003.html
http://lattes.cnpq.br/5357639308966321; 5357639308966321; 2014-09-02_S0011-52582003000100004.html
http://lattes.cnpq.br/6787207146000381; 6787207146000381; 2014-09-02_S0011-52582003000100006.html
http://lattes.cnpq.br/7439921062572373; 7439921062572373; 2014-09-02_S0011-52582003000200001.html
http://lattes.cnpq.br/2498494634095306; 2498494634095306; 2014-09-02_S0011-52582003000200002.html
http://lattes.cnpq.br/7011234484501356; 7011234484501356; 2014-09-02_S0011-52582003000200003.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52582003000200004.html
http://lattes.cnpq.br/9756015008591608; 9756015008591608; 2014-09-02_S0011-52582003000200005.html
http://lattes.cnpq.br/4863742227544521; 4863742227544521; 2014-09-02_S0011-52582003000200007.html
http://lattes.cnpq.br/7306229875666481; 7306229875666481; 2014-09-02_S0011-52582003000200007.html
http://lattes.cnpq.br/7129743994155167; 7129743994155167; 2014-09-02_S0011-52582003000300003.html
http://lattes.cnpq.br/4765385131383825; 4765385131383825; 2014-09-02_S0011-52582003000300004.html
http://lattes.cnpq.br/1108123149450043; 1108123149450043; 2014-09-02_S0011-52582003000300005.html
http://lattes.cnpq.br/5436482713562659; 5436482713562659; 2014-09-02_S0011-52582003000300007.html
http://lattes.cnpq.br/3086288257972856; 3086288257972856; 2014-09-02_S0011-52582003000400002.html
http://lattes.cnpq.br/1719198724073665; 1719198724073665; 2014-09-02_S0011-52582003000400003.html
http://lattes.cnpq.br/1959285307720446; 1959285307720446; 2014-09-02_S0011-52582003000400004.html
http://lattes.cnpq.br/5585354486451902; 5585354486451902; 2014-09-02_S0011-52582003000400004.html
http://lattes.cnpq.br/9607699162350414; 9607699162350414; 2014-09-02_S0011-52582003000400004.html
http://lattes.cnpq.br/8943202390147507; 8943202390147507; 2014-09-02_S0011-52582003000400006.html
http://lattes.cnpq.br/6028266827740491; 6028266827740491; 2014-09-02_S0011-52582004000100001.html
http://lattes.cnpq.br/0385199998335640; 0385199998335640; 2014-09-02_S0011-52582004000100002.html
http://lattes.cnpq.br/6368215522846972; 6368215522846972; 2014-09-02_S0011-52582004000100003.html
http://lattes.cnpq.br/0924434202055031; 0924434202055031; 2014-09-02_S0011-52582004000100004.html
http://lattes.cnpq.br/9635923075994223; 9635923075994223; 2014-09-02_S0011-52582004000100004.html
http://lattes.cnpq.br/1720274079306064; 1720274079306064; 2014-09-02_S0011-52582004000100005.html
http://lattes.cnpq.br/0825459251607116; 0825459251607116; 2014-09-02_S0011-52582004000200005.html
http://lattes.cnpq.br/3009722217245952; 3009722217245952; 2014-09-02_S0011-52582004000200006.html
http://lattes.cnpq.br/3618441470885782; 3618441470885782; 2014-09-02_S0011-52582004000300002.html
http://lattes.cnpq.br/1667990046486998; 1667990046486998; 2014-09-02_S0011-52582004000300002.html
http://lattes.cnpq.br/1858978868165352; 1858978868165352; 2014-09-02_S0011-52582004000300003.html
http://lattes.cnpq.br/3509643250919547; 3509643250919547; 2014-09-02_S0011-52582004000300004.html
http://lattes.cnpq.br/1248748912049254; 1248748912049254; 2014-09-02_S0011-52582004000300005.html
http://lattes.cnpq.br/7761789297378483; 7761789297378483; 2014-09-02_S0011-52582004000300005.html
http://lattes.cnpq.br/7269081571624734; 7269081571624734; 2014-09-02_S0011-52582004000400003.html
http://lattes.cnpq.br/7240117651971056; 7240117651971056; 2014-09-02_S0011-52582004000400003.html
http://lattes.cnpq.br/3010269649012500; 3010269649012500; 2014-09-02_S0011-52582004000400004.html
http://lattes.cnpq.br/4300374710235171; 4300374710235171; 2014-09-02_S0011-52582004000400005.html
http://lattes.cnpq.br/1618403722316877; 1618403722316877; 2014-09-02_S0011-52582004000400005.html
http://lattes.cnpq.br/7899986884362210; 7899986884362210; 2014-09-02_S0011-52582004000400006.html
http://lattes.cnpq.br/1106666860330147; 1106666860330147; 2014-09-02_S0011-52582005000100001.html
http://lattes.cnpq.br/5089887428145825; 5089887428145825; 2014-09-02_S0011-52582005000100003.html
http://lattes.cnpq.br/3923697331385475; 3923697331385475; 2014-09-02_S0011-52582005000100004.html
http://lattes.cnpq.br/5113857437482385; 5113857437482385; 2014-09-02_S0011-52582005000100006.html
http://lattes.cnpq.br/0847323194954571; 0847323194954571; 2014-09-02_S0011-52582005000200002.html
http://lattes.cnpq.br/2313459995776080; 2313459995776080; 2014-09-02_S0011-52582005000200003.html
http://lattes.cnpq.br/9726360676770459; 9726360676770459; 2014-09-02_S0011-52582005000200004.html
http://lattes.cnpq.br/0877273795441288; 0877273795441288; 2014-09-02_S0011-52582005000200005.html
http://lattes.cnpq.br/6513212204220783; 6513212204220783; 2014-09-02_S0011-52582005000200006.html
http://lattes.cnpq.br/3129523246914511; 3129523246914511; 2014-09-02_S0011-52582005000200006.html
http://lattes.cnpq.br/3276012121928233; 3276012121928233; 2014-09-02_S0011-52582005000200006.html
http://lattes.cnpq.br/6568963225228592; 6568963225228592; 2014-09-02_S0011-52582005000300001.html
http://lattes.cnpq.br/9657107748475154; 9657107748475154; 2014-09-02_S0011-52582005000300002.html
http://lattes.cnpq.br/6648080593915062; 6648080593915062; 2014-09-02_S0011-52582005000300003.html
http://lattes.cnpq.br/4500064778115550; 4500064778115550; 2014-09-02_S0011-52582005000300004.html
http://lattes.cnpq.br/6368215522846972; 6368215522846972; 2014-09-02_S0011-52582005000300005.html
http://lattes.cnpq.br/3015216414074763; 3015216414074763; 2014-09-02_S0011-52582005000300006.html
http://lattes.cnpq.br/4890516395721831; 4890516395721831; 2014-09-02_S0011-52582005000300007.html
http://lattes.cnpq.br/3961714587456565; 3961714587456565; 2014-09-02_S0011-52582005000400001.html
http://lattes.cnpq.br/2992856082303371; 2992856082303371; 2014-09-02_S0011-52582005000400002.html
http://lattes.cnpq.br/1720274079306064; 1720274079306064; 2014-09-02_S0011-52582005000400004.html
http://lattes.cnpq.br/6028266827740491; 6028266827740491; 2014-09-02_S0011-52582005000400005.html
http://lattes.cnpq.br/0451552925037956; 0451552925037956; 2014-09-02_S0011-52582006000100001.html
http://lattes.cnpq.br/6139249429981184; 6139249429981184; 2014-09-02_S0011-52582006000100003.html
http://lattes.cnpq.br/8274304182401341; 8274304182401341; 2014-09-02_S0011-52582006000100006.html
http://lattes.cnpq.br/3627559799699510; 3627559799699510; 2014-09-02_S0011-52582006000100007.html
http://lattes.cnpq.br/8240675789083296; 8240675789083296; 2014-09-02_S0011-52582006000100007.html
http://lattes.cnpq.br/4344381187418239; 4344381187418239; 2014-09-02_S0011-52582006000100008.html
http://lattes.cnpq.br/4459903226135757; 4459903226135757; 2014-09-02_S0011-52582006000100008.html
http://lattes.cnpq.br/5071105098052085; 5071105098052085; 2014-09-02_S0011-52582006000200002.html
http://lattes.cnpq.br/1830968782315142; 1830968782315142; 2014-09-02_S0011-52582006000200003.html
http://lattes.cnpq.br/4946313851783901; 4946313851783901; 2014-09-02_S0011-52582006000200004.html
http://lattes.cnpq.br/3005504663313782; 3005504663313782; 2014-09-02_S0011-52582006000200005.html
http://lattes.cnpq.br/0163344208938726; 0163344208938726; 2014-09-02_S0011-52582006000200006.html
http://lattes.cnpq.br/4890516395721831; 4890516395721831; 2014-09-02_S0011-52582006000300001.html
http://lattes.cnpq.br/7129743994155167; 7129743994155167; 2014-09-02_S0011-52582006000300001.html
http://lattes.cnpq.br/4609253629908704; 4609253629908704; 2014-09-02_S0011-52582006000300003.html
http://lattes.cnpq.br/5357639308966321; 5357639308966321; 2014-09-02_S0011-52582006000300004.html
http://lattes.cnpq.br/1502805689051677; 1502805689051677; 2014-09-02_S0011-52582006000300005.html
http://lattes.cnpq.br/0803774397613523; 0803774397613523; 2014-09-02_S0011-52582006000300006.html
http://lattes.cnpq.br/6451374618980002; 6451374618980002; 2014-09-02_S0011-52582006000300007.html
http://lattes.cnpq.br/3828434769390611; 3828434769390611; 2014-09-02_S0011-52582006000300007.html
http://lattes.cnpq.br/1527293281181776; 1527293281181776; 2014-09-02_S0011-52582006000300008.html
http://lattes.cnpq.br/3990218273581743; 3990218273581743; 2014-09-02_S0011-52582006000400001.html
http://lattes.cnpq.br/6368215522846972; 6368215522846972; 2014-09-02_S0011-52582006000400002.html
http://lattes.cnpq.br/1719198724073665; 1719198724073665; 2014-09-02_S0011-52582006000400004.html
http://lattes.cnpq.br/0176806635710886; 0176806635710886; 2014-09-02_S0011-52582006000400005.html
http://lattes.cnpq.br/3406587636425427; 3406587636425427; 2014-09-02_S0011-52582006000400006.html
http://lattes.cnpq.br/5235908630509803; 5235908630509803; 2014-09-02_S0011-52582007000100002.html
http://lattes.cnpq.br/2606136061740257; 2606136061740257; 2014-09-02_S0011-52582007000100003.html
http://lattes.cnpq.br/6179626872094896; 6179626872094896; 2014-09-02_S0011-52582007000100004.html
http://lattes.cnpq.br/6817817280647580; 6817817280647580; 2014-09-02_S0011-52582007000100005.html
http://lattes.cnpq.br/8850956320615888; 8850956320615888; 2014-09-02_S0011-52582007000100006.html
http://lattes.cnpq.br/8459315255679801; 8459315255679801; 2014-09-02_S0011-52582007000100007.html
http://lattes.cnpq.br/5919522598374744; 5919522598374744; 2014-09-02_S0011-52582007000100007.html
http://lattes.cnpq.br/4602352302748006; 4602352302748006; 2014-09-02_S0011-52582007000200001.html
http://lattes.cnpq.br/2915744801959590; 2915744801959590; 2014-09-02_S0011-52582007000200002.html
http://lattes.cnpq.br/2962978864250976; 2962978864250976; 2014-09-02_S0011-52582007000200003.html
http://lattes.cnpq.br/6046331732343061; 6046331732343061; 2014-09-02_S0011-52582007000200004.html
http://lattes.cnpq.br/9073004585740596; 9073004585740596; 2014-09-02_S0011-52582007000200005.html
http://lattes.cnpq.br/7269081571624734; 7269081571624734; 2014-09-02_S0011-52582007000300001.html
http://lattes.cnpq.br/4618458977187100; 4618458977187100; 2014-09-02_S0011-52582007000300002.html
http://lattes.cnpq.br/9538177722637331; 9538177722637331; 2014-09-02_S0011-52582007000300002.html
http://lattes.cnpq.br/7899986884362210; 7899986884362210; 2014-09-02_S0011-52582007000300003.html
http://lattes.cnpq.br/5921181839250916; 5921181839250916; 2014-09-02_S0011-52582007000300003.html
http://lattes.cnpq.br/2003298427606382; 2003298427606382; 2014-09-02_S0011-52582007000300004.html
http://lattes.cnpq.br/2228162740861681; 2228162740861681; 2014-09-02_S0011-52582007000300005.html
http://lattes.cnpq.br/2002314936671237; 2002314936671237; 2014-09-02_S0011-52582007000300006.html
http://lattes.cnpq.br/4438850043417405; 4438850043417405; 2014-09-02_S0011-52582007000400002.html
http://lattes.cnpq.br/9311310817226781; 9311310817226781; 2014-09-02_S0011-52582007000400004.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52582007000400005.html
http://lattes.cnpq.br/7005693107715003; 7005693107715003; 2014-09-02_S0011-52582007000400005.html
http://lattes.cnpq.br/1248796912097089; 1248796912097089; 2014-09-02_S0011-52582007000400007.html
http://lattes.cnpq.br/4348768274838297; 4348768274838297; 2014-09-02_S0011-52582007000400008.html
http://lattes.cnpq.br/5762561251950875; 5762561251950875; 2014-09-02_S0011-52582008000100001.html
http://lattes.cnpq.br/4268492948743246; 4268492948743246; 2014-09-02_S0011-52582008000100003.html
http://lattes.cnpq.br/3618441470885782; 3618441470885782; 2014-09-02_S0011-52582008000100004.html
http://lattes.cnpq.br/0812000798121656; 0812000798121656; 2014-09-02_S0011-52582008000100004.html
http://lattes.cnpq.br/1667990046486998; 1667990046486998; 2014-09-02_S0011-52582008000100004.html
http://lattes.cnpq.br/8318565725420264; 8318565725420264; 2014-09-02_S0011-52582008000100005.html
http://lattes.cnpq.br/6294212896822058; 6294212896822058; 2014-09-02_S0011-52582008000100005.html
http://lattes.cnpq.br/8160588602612946; 8160588602612946; 2014-09-02_S0011-52582008000100005.html
http://lattes.cnpq.br/8414328955232709; 8414328955232709; 2014-09-02_S0011-52582008000100006.html
http://lattes.cnpq.br/8459315255679801; 8459315255679801; 2014-09-02_S0011-52582008000100006.html
http://lattes.cnpq.br/2134927533160714; 2134927533160714; 2014-09-02_S0011-52582008000100006.html
http://lattes.cnpq.br/5919522598374744; 5919522598374744; 2014-09-02_S0011-52582008000100006.html
http://lattes.cnpq.br/3838168421313638; 3838168421313638; 2014-09-02_S0011-52582008000100007.html
http://lattes.cnpq.br/1916886621452638; 1916886621452638; 2014-09-02_S0011-52582008000100007.html
http://lattes.cnpq.br/8018021678605422; 8018021678605422; 2014-09-02_S0011-52582008000100007.html
http://lattes.cnpq.br/7985231824257610; 7985231824257610; 2014-09-02_S0011-52582008000100007.html
http://lattes.cnpq.br/2261555898412006; 2261555898412006; 2014-09-02_S0011-52582008000200001.html
http://lattes.cnpq.br/2359744840519373; 2359744840519373; 2014-09-02_S0011-52582008000200002.html
http://lattes.cnpq.br/7856703867955956; 7856703867955956; 2014-09-02_S0011-52582008000200003.html
http://lattes.cnpq.br/6028266827740491; 6028266827740491; 2014-09-02_S0011-52582008000200004.html
http://lattes.cnpq.br/5089887428145825; 5089887428145825; 2014-09-02_S0011-52582008000200005.html
http://lattes.cnpq.br/6121326952317794; 6121326952317794; 2014-09-02_S0011-52582008000200006.html
http://lattes.cnpq.br/4797882536342819; 4797882536342819; 2014-09-02_S0011-52582008000200006.html
http://lattes.cnpq.br/9345341099863361; 9345341099863361; 2014-09-02_S0011-52582008000200007.html
http://lattes.cnpq.br/0433208213067580; 0433208213067580; 2014-09-02_S0011-52582008000200008.html
http://lattes.cnpq.br/2316737308324362; 2316737308324362; 2014-09-02_S0011-52582008000200008.html
http://lattes.cnpq.br/2641796398055122; 2641796398055122; 2014-09-02_S0011-52582008000200008.html
http://lattes.cnpq.br/3559020831922083; 3559020831922083; 2014-09-02_S0011-52582008000200009.html
http://lattes.cnpq.br/6631614861991863; 6631614861991863; 2014-09-02_S0011-52582008000200009.html
http://lattes.cnpq.br/6568963225228592; 6568963225228592; 2014-09-02_S0011-52582008000300002.html
http://lattes.cnpq.br/8840750725276698; 8840750725276698; 2014-09-02_S0011-52582008000300003.html
http://lattes.cnpq.br/2480233376438122; 2480233376438122; 2014-09-02_S0011-52582008000300005.html
http://lattes.cnpq.br/6216579413770455; 6216579413770455; 2014-09-02_S0011-52582008000300005.html
http://lattes.cnpq.br/9472797070089177; 9472797070089177; 2014-09-02_S0011-52582008000300007.html
http://lattes.cnpq.br/5400805067316634; 5400805067316634; 2014-09-02_S0011-52582008000400002.html
http://lattes.cnpq.br/4602352302748006; 4602352302748006; 2014-09-02_S0011-52582008000400002.html
http://lattes.cnpq.br/1787816411379906; 1787816411379906; 2014-09-02_S0011-52582008000400003.html
http://lattes.cnpq.br/8074466326178617; 8074466326178617; 2014-09-02_S0011-52582008000400004.html
http://lattes.cnpq.br/0783879953322004; 0783879953322004; 2014-09-02_S0011-52582008000400005.html
http://lattes.cnpq.br/6614611673012628; 6614611673012628; 2014-09-02_S0011-52582008000400006.html
http://lattes.cnpq.br/8382466510897566; 8382466510897566; 2014-09-02_S0011-52582008000400006.html
http://lattes.cnpq.br/8527041041464718; 8527041041464718; 2014-09-02_S0011-52582008000400006.html
http://lattes.cnpq.br/5230744186788331; 5230744186788331; 2014-09-02_S0011-52582008000400007.html
http://lattes.cnpq.br/8176703370496661; 8176703370496661; 2014-09-02_S0011-52582009000100001.html
http://lattes.cnpq.br/3406587636425427; 3406587636425427; 2014-09-02_S0011-52582009000100001.html
http://lattes.cnpq.br/0408002839687344; 0408002839687344; 2014-09-02_S0011-52582009000100002.html
http://lattes.cnpq.br/9225445387608683; 9225445387608683; 2014-09-02_S0011-52582009000100003.html
http://lattes.cnpq.br/1100188232208602; 1100188232208602; 2014-09-02_S0011-52582009000100004.html
http://lattes.cnpq.br/0988858984939965; 0988858984939965; 2014-09-02_S0011-52582009000100006.html
